4010908,1000953,0.548022719239401,0.156616852033383,1,0,0,0,1,1,14.9166666666667,-1.07346,.,1
4010909,1000257,-0.266062845866339,0.156616852033383,0,0,1,0,0,1,15.75,-0.57609,.,1
4010910,1000987,0.548022719239401,-1.29070354657662,1,0,0,0,1,0,16.1666666666667,0.71315,1.34770620268863,0
4010911,1000166,0.548022719239401,0.156616852033383,0,0,0,0,0,0,14.75,-0.05302,1.48073354024705,0
4010912,1000585,0.955065501792271,1.24210715099089,1,0,1,0,0,1,14.3333333333333,1.51627,.,1
4010913,1000491,-0.266062845866339,-1.29070354657662,1,0,1,0,0,1,15.0833333333333,-0.79431,-0.79866645307102,0
4010914,1000990,0.955065501792271,1.60393725064339,0,0,1,0,0,1,15.1666666666667,0.15934,0.965839169093298,0
4010915,1000976,-1.89423397607782,-0.567043347271619,1,1,0,0,1,1,14.25,-1.26611,.,1
4010916,1000486,-1.48719119352495,0.880277051338385,0,1,0,0,0,1,15.4166666666667,-1.9732,.,1
4010917,1000449,-0.266062845866339,-0.205213247619118,1,0,0,0,0,1,14.6666666666667,1.68066,2.74405332897646,0
4010918,1001020,1.36210828434514,0.156616852033383,0,0,0,0,0,1,15.8333333333333,1.68066,.,1
4010919,1000493,0.140979936686531,-0.567043347271619,1,0,0,0,0,1,14.3333333333333,0.37417,.,1
4010920,1000985,0.548022719239401,0.518446951685884,1,0,0,1,0,0,14.5,-0.68419,-0.0577856320018089,0
4010922,1000602,-1.08014841097208,-1.29070354657662,0,0,0,0,0,1,14.75,-0.42571,.,1
4010923,1001004,-0.266062845866339,-0.567043347271619,0,1,0,0,0,1,14.3333333333333,-0.34611,.,1
4010924,1000555,-0.266062845866339,-1.29070354657662,0,0,1,0,0,1,15,0.56712,.,1
4010925,1000988,-0.266062845866339,1.60393725064339,1,1,0,0,1,1,15.3333333333333,-0.46955,.,1
4010926,1000341,0.548022719239401,1.60393725064339,0,0,1,0,1,1,14.4166666666667,0.59723,.,1
4010927,1000483,0.140979936686531,-1.29070354657662,1,0,0,0,0,1,14.6666666666667,-0.15516,-0.459349013927406,0
4010928,1000247,0.548022719239401,1.24210715099089,0,0,0,0,0,0,15,2.51634,1.64318835529228,0
4010929,1000365,-1.89423397607782,-0.92887344692412,1,0,0,1,0,1,15.4166666666667,-0.54164,.,1
4010930,1000677,-0.67310562841921,1.60393725064339,0,0,1,0,0,1,15.0833333333333,0.37417,.,1
4010931,1000343,-0.266062845866339,0.518446951685884,0,1,0,0,1,1,15.1666666666667,-0.15516,.,1
4010932,1001062,-0.67310562841921,-0.205213247619118,1,0,0,1,1,1,14.5833333333333,-0.43233,.,1
4010933,1000555,0.548022719239401,-0.567043347271619,1,0,1,0,0,1,14.75,-0.08003,.,1
4010934,1000414,0.140979936686531,1.24210715099089,1,0,0,1,0,0,15.0833333333333,0.26596,-0.230111401691367,0
4010935,1000229,1.36210828434514,0.518446951685884,0,0,0,0,0,0,14.25,1.85978,2.58277690221536,0
4010936,1000478,-0.266062845866339,-0.567043347271619,1,0,1,0,1,1,14.75,-0.21791,.,1
4010937,1000988,-1.08014841097208,0.156616852033383,0,1,0,0,0,1,15.1666666666667,-0.32385,.,1
4010938,1000240,0.548022719239401,0.156616852033383,0,1,0,0,0,1,16.0833333333333,-0.50044,.,1
